no;testno;brand;model;power_l;matt;dim;color_l;lm_l;eq_l;ra_l;u;pf_l;angle_l;life;war;prod;w;d;h;t;barcode;plant;importer;base;shape;type;type2;url;shop;rub;usd;p;pf;lm;color;cri;r9;Rf;Rg;Duv;flicker230;flicker220;flicker207;flicker;angle;switch;umin;drv;tmax;date;instruments;add2;add3;add4;add5;cqs;eq;rating;lamp_image;lamp_desc
3711;3711;Geniled;01300 A60 12W 1200lm 4200K E27;12;1;;4200;1200;120;82;150-250;;240;35000;36;0920;38;59;116;;4680389002381;Shenzhen Zesen;;E27;Bulb;LED;;;;182;;11.48;53;1265;4017;81.9;1;83;94;0.0012;0.3;;;0.3;;1;155;1;;05.03.2021;3222010000;;;;;;110;4.5;03711-geniled-01300-a60-12w-1200lm-4200k-e27;Bulb 1200Lm 12W 4200K M E27
3712;3712;Geniled;01298 A60 10W 950lm 4200K E27;10;1;;4200;950;95;82;150-250;;240;35000;36;0920;34;60;110;;4680389002374;Shenzhen Zesen;;E27;Bulb;LED;;;;152;;9.59;54;1041;4012;82.2;3;84;94;0.0015;0.3;;;0.3;;1;144;1;;05.03.2021;3222010000;;;;;;90;4.5;03712-geniled-01298-a60-10w-950lm-4200k-e27;Bulb 950Lm 10W 4200K M E27
3713;3713;Geniled;01236 A60 7W 700lm 4200K E27;7;1;;4200;700;70;82;150-250;;240;35000;36;1119;30;60;106;;4680389004378;Shenzhen Zesen;;E27;Bulb;LED;;;;125;;6.92;59;767;3977;84.1;12;84;94;0.0014;0.4;;;0.4;;1;149;1;;05.03.2021;3222010000;;;;;;75;4.5;03713-geniled-01236-a60-7w-700lm-4200k-e27;Bulb 700Lm 7W 4200K M E27
3714;3714;Geniled;01315 G45 8W 700lm 2700K E27;8;1;;2700;700;70;82;150-250;;240;35000;36;0920;25;47;88;;4680389002602;Shenzhen Zesen;;E27;G45;LED;;;;141;;7.12;58;772;2985;82.7;9;84;95;0.0002;0.5;;;0.5;;1;157;1;;05.03.2021;3222010000;;;;;;75;4.5;03714-geniled-01315-g45-8w-700lm-2700k-e27;G45 700Lm 8W 2700K M E27
3715;3715;Geniled;01314 G45 8W 750lm 4200K E27;8;1;;4200;750;75;82;150-250;;240;35000;36;0920;25;47;88;;4680389002596;Shenzhen Zesen;;E27;G45;LED;;;;141;;7.23;55;831;3990;83.6;10;83;94;0.0019;0.4;;;0.4;;1;133;1;;05.03.2021;3222010000;;;;;;80;4.5;03715-geniled-01314-g45-8w-750lm-4200k-e27;G45 750Lm 8W 4200K M E27
3716;3716;Geniled;01311 G45 6W 540lm 2700K E27;6;1;;2700;540;50;82;150-250;;240;35000;36;0920;20;45;80;;4680389002565;Shenzhen Zesen;;E27;G45;LED;;;;121;;5.71;56;616;2979;82.6;8;84;96;0.0002;0.2;;;0.2;;1;124;1;;05.03.2021;3222010000;;;;;;65;4.5;03716-geniled-01311-g45-6w-540lm-2700k-e27;G45 540Lm 6W 2700K M E27
3717;3717;Geniled;01310 G45 6W 580lm 4200K E27;6;1;;4200;580;55;82;150-250;;240;35000;36;0920;20;45;80;;4680389002558;Shenzhen Zesen;;E27;G45;LED;;;;121;;5.72;56;664;3959;83.2;8;83;94;0.0019;0.3;;;0.3;;1;124;1;;05.03.2021;3222010000;;;;;;65;4.5;03717-geniled-01310-g45-6w-580lm-4200k-e27;G45 580Lm 6W 4200K M E27
3718;3718;Geniled;01312 G45 8W 750lm 4200K E14;8;1;;4200;750;75;82;150-250;;240;35000;36;0920;23;47;89;;4680389002572;Shenzhen Zesen;;E14;G45;LED;;;;141;;7.2;59;818;3972;83.5;9;83;94;0.0018;0.6;;;0.6;;1;158;1;;05.03.2021;3222010000;;;;;;75;4.5;03718-geniled-01312-g45-8w-750lm-4200k-e14;G45 750Lm 8W 4200K M E14
3719;3719;Geniled;01309 G45 6W 540lm 2700K E14;6;1;;2700;540;60;82;150-250;;240;35000;36;0920;19;45;80;;4680389002541;Shenzhen Zesen;;E14;G45;LED;;;;121;;5.73;56;603;3020;82.6;8;84;96;0.0001;0.2;;;0.2;;1;126;1;;05.03.2021;3222010000;;;;;;65;4.5;03719-geniled-01309-g45-6w-540lm-2700k-e14;G45 540Lm 6W 2700K M E14
3720;3720;Geniled;01308 G45 6W 580lm 4200K E14;6;1;;4200;580;55;82;150-250;;240;35000;36;0920;20;45;80;;4680389002534;Shenzhen Zesen;;E14;G45;LED;;;;121;;5.74;56;638;3994;83.1;8;83;94;0.0022;0.4;;;0.4;;1;123;1;;05.03.2021;3222010000;;;;;;65;4.5;03720-geniled-01308-g45-6w-580lm-4200k-e14;G45 580Lm 6W 4200K M E14
3721;3721;Geniled;01306 С37 8W 750lm 4200K E14;8;1;;4200;750;75;82;150-250;;240;35000;36;0920;24;38;107;;4680389002510;Shenzhen Zesen;;E14;Candle;LED;;;;141;;7.21;54;793;4002;81.8;0;83;94;0.0016;0.3;;;0.3;;1;134;1;;05.03.2021;3222010000;;;;;;75;4.5;03721-geniled-01306-s37-8w-750lm-4200k-e14;Candle 750Lm 8W 4200K M E14
3722;3722;Geniled;01305 С37 6W 540lm 2700K E14;6;1;;2700;540;50;82;150-250;;240;35000;36;0920;22;37;99;;4680389002503;Shenzhen Zesen;;E14;Candle;LED;;;;121;;5.71;56;586;2955;82.3;7;83;96;0.0003;0.3;;;0.3;;1;124;1;;05.03.2021;3222010000;;;;;;60;4.5;03722-geniled-01305-s37-6w-540lm-2700k-e14;Candle 540Lm 6W 2700K M E14
3723;3723;Geniled;01304 С37 6W 580lm 4200K E14;6;1;;4200;580;60;82;150-250;;240;35000;36;0920;22;37;99;;4680389002497;Shenzhen Zesen;;E14;Candle;LED;;;;121;;5.77;57;625;3960;83.6;10;83;94;0.0017;0.3;;;0.3;;1;124;1;;05.03.2021;3222010000;;;;;;65;4.5;03723-geniled-01304-s37-6w-580lm-4200k-e14;Candle 580Lm 6W 4200K M E14
3724;3724;Geniled;01321 MR16 8W 680lm 2700K GU10;8;1;;2700;680;65;82;150-250;;240;35000;36;0920;25;49;55;;4680389002664;Shenzhen Zesen;;GU10;Spot;LED;;;;141;;7.43;54;690;3044;82.6;8;83;96;-0.0001;0.3;;;0.3;;1;129;1;;05.03.2021;3222010000;;;;;;70;4.5;03724-geniled-01321-mr16-8w-680lm-2700k-gu10;Spot 680Lm 8W 2700K M GU10
3725;3725;Geniled;01320 MR16 8W 730lm 4200K GU10;8;1;;4200;730;70;82;150-250;;240;35000;36;0920;26;49;55;;4680389002657;Shenzhen Zesen;;GU10;Spot;LED;;;;141;;7.4;55;737;4012;81.4;-2;83;94;0.0024;0.3;;;0.3;;1;130;1;;05.03.2021;3222010000;;;;;;70;4.5;03725-geniled-01320-mr16-8w-730lm-4200k-gu10;Spot 730Lm 8W 4200K M GU10
3726;3726;Geniled;01319 MR16 8W 680lm 2700K GU5.3;8;1;;2700;680;65;82;150-250;;240;35000;36;0920;22;49;46;;4680389002640;Shenzhen Zesen;;GU5.3;Spot;LED;;;;141;;7.1;53;670;3026;82.3;7;83;95;0.0002;0.3;;;0.3;;1;130;1;;05.03.2021;3222010000;;;;;;70;4.5;03726-geniled-01319-mr16-8w-680lm-2700k-gu53;Spot 680Lm 8W 2700K M GU5.3
3727;3727;Geniled;01318 MR16 8W 730lm 4200K GU5.3;8;1;;4200;730;70;82;150-250;;240;35000;36;0920;22;46;46;;4680389002633;Shenzhen Zesen;;GU5.3;Spot;LED;;;;141;;7.14;53;725;4043;81.5;-1;83;93;0.0023;0.2;;;0.2;;1;130;1;;05.03.2021;3222010000;;;;;;70;4.5;03727-geniled-01318-mr16-8w-730lm-4200k-gu53;Spot 730Lm 8W 4200K M GU5.3
3728;3728;Geniled;01317 MR16 6W 520lm 2700K GU5.3;6;1;;2700;520;50;82;150-250;;240;35000;36;0920;22;49;46;;4680389002626;Shenzhen Zesen;;GU5.3;Spot;LED;;;;121;;5.65;55;578;3046;82.7;9;84;96;0;0.4;;;0.4;;1;135;1;;05.03.2021;3222010000;;;;;;60;4.5;03728-geniled-01317-mr16-6w-520lm-2700k-gu53;Spot 520Lm 6W 2700K M GU5.3
3729;3729;Geniled;01316 MR16 6W 560lm 4200K GU5.3;6;1;;4200;560;55;82;150-250;;240;35000;36;0920;22;49;46;;4680389002619;Shenzhen Zesen;;GU5.3;Spot;LED;;;;121;;5.64;55;618;4008;81.8;1;83;94;0.002;0.5;;;0.5;;1;139;1;;05.03.2021;3222010000;;;;;;65;4.5;03729-geniled-01316-mr16-6w-560lm-4200k-gu53;Spot 560Lm 6W 4200K M GU5.3
3730;3730;Наносвет;L093 LH-GLS-100/E27/927;11;1;;2700;980;100;95;170-250;;240;30000;24;1120;45;60;117;;4620004420930;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;;458;;11.01;54;955;2665;96.3;75;94;100;-0.0017;0.5;;;0.5;;1;136;1;;10.03.2021;3222010000;;;;;;85;5.0;03730-nanosvet-l093-lh-gls-100-e27-927;Bulb 980Lm 11W 2700K M E27
3731;3731;Наносвет;L094 LH-GLS-100/E27/930;11;1;;3000;1040;100;95;170-250;;240;30000;24;1120;44;60;117;;4620004420947;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;;458;;10.75;53;1010;3075;97;98;95;103;-0.0046;0.4;;;0.4;;1;138;1;;10.03.2021;3222010000;;;;;;90;5.0;03731-nanosvet-l094-lh-gls-100-e27-930;Bulb 1040Lm 11W 3000K M E27
3732;3732;Наносвет;L095 LH-GLS-100/E27/940;11;1;;4000;1100;100;95;170-250;;240;30000;24;1120;45;60;117;;4620004420954;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;;458;;10.88;53;1117;3917;98;95;93;101;-0.0025;0.3;;;0.3;;1;138;1;;10.03.2021;3222010000;;;;;;95;5.0;03732-nanosvet-l095-lh-gls-100-e27-940;Bulb 1100Lm 11W 4000K M E27
3733;3733;Наносвет;L090 LH-GLS-75/E27/927;9;1;;2700;810;75;95;170-250;;240;30000;24;1120;39;60;109;;4620004420909;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239808824/;398;;8.78;58;772;2709;96.4;80;95;101;-0.0029;0.1;;;0.1;;1;172;1;;10.03.2021;3222010000;;;;;;75;5.0;03733-nanosvet-l090-lh-gls-75-e27-927;Bulb 810Lm 9W 2700K M E27
3734;3734;Наносвет;L091 LH-GLS-75/E27/930;9;1;;3000;850;75;95;170-250;;240;30000;24;1120;39;60;109;;4620004420916;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239808739/;398;;8.94;58;829;3070;96.6;93;94;103;-0.0053;0.3;;;0.3;;1;172;1;;10.03.2021;3222010000;;;;;;80;5.0;03734-nanosvet-l091-lh-gls-75-e27-930;Bulb 850Lm 9W 3000K M E27
3735;3735;Наносвет;L092 LH-GLS-75/E27/940;9;1;;4000;900;75;95;170-250;;240;30000;24;1120;40;60;109;;4620004420923;Nano Light Technologies;;E27;Bulb;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239810438/;398;;8.91;58;916;3912;98;95;93;101;-0.0023;0.4;;;0.4;;1;173;1;;10.03.2021;3222010000;;;;;;85;5.0;03735-nanosvet-l092-lh-gls-75-e27-940;Bulb 900Lm 9W 4000K M E27
3736;3736;Наносвет;L063 LH-G-60/E27/927;6.5;1;;2700;580;60;95;170-250;;220;30000;24;1120;28;45;86;;4620004420633;Nano Light Technologies;;E27;G45;LED;;http://nanosvet.ru;;368;;6.36;57;591;2663;97.4;91;96;101;-0.0009;0.6;;;0.6;;1;163;1;;10.03.2021;3222010000;;;;;;60;5.0;03736-nanosvet-l063-lh-g-60-e27-927;G45 580Lm 6.5W 2700K M E27
3737;3737;Наносвет;L064 LH-G-60/E27/930;6.5;1;;3000;610;60;95;170-250;;220;30000;24;1120;28;45;86;;4620004420640;Nano Light Technologies;;E27;G45;LED;;http://nanosvet.ru;;368;;6.41;58;605;2846;96.7;97;95;103;-0.0041;0.6;;;0.6;;1;164;1;;10.03.2021;3222010000;;;;;;65;5.0;03737-nanosvet-l064-lh-g-60-e27-930;G45 610Lm 6.5W 3000K M E27
3738;3738;Наносвет;L065 LH-G-60/E27/940;6.5;1;;4000;640;60;95;170-250;;220;30000;24;1120;28;45;86;;4620004420657;Nano Light Technologies;;E27;G45;LED;;http://nanosvet.ru;;368;;6.39;57;697;3923;97.9;94;93;101;-0.0019;0.6;;;0.6;;1;164;1;;10.03.2021;3222010000;;;;;;70;5.0;03738-nanosvet-l065-lh-g-60-e27-940;G45 640Lm 6.5W 4000K M E27
3739;3739;Наносвет;L060 LH-G-60/E14/927;6.5;1;;2700;580;60;95;170-250;;220;30000;24;1120;26;45;87;;4620004420602;Nano Light Technologies;;E14;G45;LED;;http://nanosvet.ru;;368;;6.37;56;571;2686;97.4;91;96;101;-0.0009;0.7;;;0.7;;1;165;1;;10.03.2021;3222010000;;;;;;60;5.0;03739-nanosvet-l060-lh-g-60-e14-927;G45 580Lm 6.5W 2700K M E14
3740;3740;Наносвет;L061 LH-G-60/E14/930;6.5;1;;3000;610;60;95;170-250;;220;30000;24;1120;27;45;88;;4620004420619;Nano Light Technologies;;E14;G45;LED;;http://nanosvet.ru;;368;;6.28;56;582;2859;96.5;98;95;103;-0.0044;0.6;;;0.6;;1;163;1;;10.03.2021;3222010000;;;;;;60;5.0;03740-nanosvet-l061-lh-g-60-e14-930;G45 610Lm 6.5W 3000K M E14
3741;3741;Наносвет;L062 LH-G-60/E14/940;6.5;1;;4000;640;60;95;170-250;;220;30000;24;1120;27;45;87;;4620004420626;Nano Light Technologies;;E14;G45;LED;;http://nanosvet.ru;;368;;6.33;57;675;3923;97.8;93;93;101;-0.0013;0.2;;;0.2;;1;165;1;;10.03.2021;3222010000;;;;;;70;5.0;03741-nanosvet-l062-lh-g-60-e14-940;G45 640Lm 6.5W 4000K M E14
3742;3742;Наносвет;L050 LH-CD-60/E14/927;6;1;;2700;540;60;95;170-250;;240;30000;24;1120;28;38;113;;4620004420503;Nano Light Technologies;;E14;Candle;LED;;http://nanosvet.ru;;368;;5.83;55;533;2729;97.4;93;96;101;-0.0007;0.8;;;0.8;;1;152;1;;10.03.2021;3222010000;;;;;;55;5.0;03742-nanosvet-l050-lh-cd-60-e14-927;Candle 540Lm 6W 2700K M E14
3743;3743;Наносвет;L051 LH-CD-60/E14/930;6;1;;3000;560;60;95;170-250;;240;30000;24;1120;29;38;113;;4620004420510;Nano Light Technologies;;E14;Candle;LED;;http://nanosvet.ru;;368;;5.93;56;560;2959;96.6;98;95;103;-0.0046;0.8;;;0.8;;1;153;1;;10.03.2021;3222010000;;;;;;60;5.0;03743-nanosvet-l051-lh-cd-60-e14-930;Candle 560Lm 6W 3000K M E14
3744;3744;Наносвет;L052 LH-CD-60/E14/940;6;1;;4000;580;60;95;170-250;;240;30000;24;1120;28;38;114;;4620004420527;Nano Light Technologies;;E14;Candle;LED;;http://nanosvet.ru;;368;;5.91;55;635;4059;96.1;85;93;100;-0.0009;0.8;;;0.8;;1;152;1;;10.03.2021;3222010000;;;;;;65;5.0;03744-nanosvet-l052-lh-cd-60-e14-940;Candle 580Lm 6W 4000K M E14
3745;3745;Наносвет;L240 LH-MR16-D-60/GU10/927;6;1;1;2700;500;60;95;170-250;;100;30000;24;1120;49;50;56;;4620004422408;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;;588;;6.65;57;532;2713;97;83;95;101;-0.0016;0.5;;;0.5;;1;131;1;;10.03.2021;3222010000;;;;;;55;5.0;03745-nanosvet-l240-lh-mr16-d-60-gu10-927;Spot 500Lm 6W 2700K M D GU10
3746;3746;Наносвет;L244 LH-MR16-D-60/GU10/930;6;1;1;3000;550;60;95;170-250;;100;30000;24;1120;56;50;56;;4620004422446;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;;588;;6.48;57;545;3122;96.7;94;94;102;-0.0048;0.4;;;0.4;;1;120;1;;10.03.2021;3222010000;;;;;;60;5.0;03746-nanosvet-l244-lh-mr16-d-60-gu10-930;Spot 550Lm 6W 3000K M D GU10
3747;3747;Наносвет;L241 LH-MR16-D-60/GU10/940;6;1;1;4000;600;60;95;170-250;;100;30000;24;1120;49;50;56;;4620004422415;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;;588;;6.63;57;603;3957;97.3;89;92;100;-0.0017;0.4;;;0.4;;1;130;1;;10.03.2021;3222010000;;;;;;65;5.0;03747-nanosvet-l241-lh-mr16-d-60-gu10-940;Spot 600Lm 6W 4000K M D GU10
3748;3748;Наносвет;L019 LH-MR16-50/GU10/927/60D;5;0;;2700;450;50;95;170-250;;60;30000;24;1120;36;50;56;;4620004420190;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239717664/;368;;4.93;56;447;2763;97.2;85;95;101;-0.0013;0.4;;;0.4;;1;143;1;;10.03.2021;3222010000;;;;;;50;5.0;03748-nanosvet-l019-lh-mr16-50-gu10-927-60d;Spot 450Lm 5W 2700K GU10
3749;3749;Наносвет;L020 LH-MR16-50/GU10/930/60D;5;0;;3000;475;50;95;170-250;;60;30000;24;1120;36;50;56;;4620004420206;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239716081/;368;;4.93;56;464;3053;97.2;96;95;103;-0.0033;0.3;;;0.3;;1;141;1;;10.03.2021;3222010000;;;;;;50;5.0;03749-nanosvet-l020-lh-mr16-50-gu10-930-60d;Spot 475Lm 5W 3000K GU10
3750;3750;Наносвет;L021 LH-MR16-50/GU10/940/60D;5;0;;4000;500;50;95;170-250;;60;30000;24;1120;37;50;56;;4620004420213;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/239716810/;368;;4.89;55;495;3982;97.8;96;93;101;-0.0004;0.3;;;0.3;;1;143;1;;10.03.2021;3222010000;;;;;;55;5.0;03750-nanosvet-l021-lh-mr16-50-gu10-940-60d;Spot 500Lm 5W 4000K GU10
3751;3751;Наносвет;L013 LH-MR16-50/GU10/927;5;1;;2700;450;50;95;170-250;;100;30000;24;1120;32;50;56;;4620004420138;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/238853192/;368;;4.81;53;427;2731;97.1;79;94;100;-0.0011;0.5;;;0.5;;1;149;1;;10.03.2021;3222010000;;;;;;50;4.9;03751-nanosvet-l013-lh-mr16-50-gu10-927;Spot 450Lm 5W 2700K M GU10
3752;3752;Наносвет;L014 LH-MR16-50/GU10/930;5;1;;3000;475;50;95;170-250;;100;30000;24;1120;32;50;56;;4620004420145;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/238853170/;368;;4.92;54;455;3125;97;95;95;103;-0.0039;0.3;;;0.3;;1;149;1;;10.03.2021;3222010000;;;;;;50;5.0;03752-nanosvet-l014-lh-mr16-50-gu10-930;Spot 475Lm 5W 3000K M GU10
3753;3753;Наносвет;L015 LH-MR16-50/GU10/940;5;1;;4000;500;50;95;170-250;;100;30000;24;1120;32;50;56;;4620004420152;Nano Light Technologies;;GU10;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/238853214/;368;;4.94;53;496;3946;97.8;95;93;101;-0.0006;0.3;;;0.3;;1;150;1;;10.03.2021;3222010000;;;;;;55;5.0;03753-nanosvet-l015-lh-mr16-50-gu10-940;Spot 500Lm 5W 4000K M GU10
3754;3754;Наносвет;L016 LH-MR16-50/GU5.3/927/60D;5;0;;2700;450;50;95;170-250;;60;30000;24;1120;29;50;48;;4620004420169;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;4.86;52;430;2762;96.8;86;95;101;-0.0022;0.6;;;0.6;;1;142;1;;10.03.2021;3222010000;;;;;;50;5.0;03754-nanosvet-l016-lh-mr16-50-gu53-927-60d;Spot 450Lm 5W 2700K GU5.3
3755;3755;Наносвет;L017 LH-MR16-50/GU5.3/930/60D;5;0;;3000;475;50;95;170-250;;60;30000;24;1120;29;50;48;;4620004420176;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;4.95;53;452;3072;96.8;98;95;103;-0.0043;0.6;;;0.6;;1;142;1;;10.03.2021;3222010000;;;;;;50;5.0;03755-nanosvet-l017-lh-mr16-50-gu53-930-60d;Spot 475Lm 5W 3000K GU5.3
3756;3756;Наносвет;L018 LH-MR16-50/GU5.3/940/60D;5;0;;4000;500;50;95;170-250;;60;30000;24;1120;29;50;48;;4620004420183;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;5;54;512;3944;98.1;97;94;101;-0.0009;0.8;;;0.8;;1;142;1;;10.03.2021;3222010000;;;;;;55;5.0;03756-nanosvet-l018-lh-mr16-50-gu53-940-60d;Spot 500Lm 5W 4000K GU5.3
3757;3757;Наносвет;L010 LH-MR16-50/GU5.3/927;5;1;;2700;450;50;95;170-250;;100;30000;24;1120;26;50;48;;4620004420107;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;4.9;56;437;2770;96.9;83;95;101;-0.0022;0.5;;;0.5;;1;152;1;;10.03.2021;3222010000;;;;;;50;5.0;03757-nanosvet-l010-lh-mr16-50-gu53-927;Spot 450Lm 5W 2700K M GU5.3
3758;3758;Наносвет;L011 LH-MR16-50/GU5.3/930;5;1;;3000;475;50;95;170-250;;100;30000;24;1120;26;50;48;;4620004420114;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;4.85;55;445;3117;97.1;95;95;103;-0.004;0.6;;;0.6;;1;152;1;;10.03.2021;3222010000;;;;;;50;4.9;03758-nanosvet-l011-lh-mr16-50-gu53-930;Spot 475Lm 5W 3000K M GU5.3
3759;3759;Наносвет;L012 LH-MR16-50/GU5.3/940;5;1;;4000;500;50;95;170-250;;100;30000;24;1120;26;50;48;;4620004420121;Nano Light Technologies;;GU5.3;Spot;LED;;http://nanosvet.ru;;368;;4.83;55;481;3963;98.2;98;94;101;-0.0017;0.6;;;0.6;;1;150;1;;10.03.2021;3222010000;;;;;;55;5.0;03759-nanosvet-l012-lh-mr16-50-gu53-940;Spot 500Lm 5W 4000K M GU5.3
3760;3760;Наносвет;L292 LE-GX-D-6/GX53/930;6;1;1;3000;500;60;95;170-250;;100;30000;24;1120;44;74;27;;4620004422927;Nano Light Technologies;;GX53;Spot;LED;;http://nanosvet.ru;;588;;6.11;54;509;3116;96.7;97;95;103;-0.0049;0.1;;;0.1;;1;105;1;;10.03.2021;3222010000;;;;;;55;5.0;03760-nanosvet-l292-le-gx-d-6-gx53-930;Spot 500Lm 6W 3000K M D GX53
3761;3761;Наносвет;L293 LE-GX-D-6/GX53/940;6;1;1;4000;540;60;95;170-250;;100;30000;24;1120;45;74;27;;4620004422934;Nano Light Technologies;;GX53;Spot;LED;;http://nanosvet.ru;;588;;6.16;54;571;3977;98.3;98;93;101;-0.0023;0;;;0;;1;107;1;;10.03.2021;3222010000;;;;;;60;5.0;03761-nanosvet-l293-le-gx-d-6-gx53-940;Spot 540Lm 6W 4000K M D GX53
3762;3762;Наносвет;L290 LE-GX-6/GX53/930;6;1;;3000;540;60;95;170-250;;100;30000;24;1120;41;74;27;;4620004422903;Nano Light Technologies;;GX53;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/230847950/;388;;6.21;56;549;3106;95.7;78;93;101;-0.0052;0.7;;;0.7;;1;147;1;;10.03.2021;3222010000;;;;;;60;5.0;03762-nanosvet-l290-le-gx-6-gx53-930;Spot 540Lm 6W 3000K M GX53
3763;3763;Наносвет;L291 LE-GX-6/GX53/940;6;1;;4000;580;60;95;170-250;;100;30000;24;1120;41;74;27;;4620004422910;Nano Light Technologies;;GX53;Spot;LED;;http://nanosvet.ru;https://www.ozon.ru/context/detail/id/230821794/;388;;6.23;56;598;3989;97.2;87;92;100;-0.0027;0.6;;;0.6;;1;147;1;;10.03.2021;3222010000;;;;;;60;5.0;03763-nanosvet-l291-le-gx-6-gx53-940;Spot 580Lm 6W 4000K M GX53
3764;3764;IKEA;Ledare 504.386.78 LED1907G17;14;1;1;2700;1521;100;90;220-240;;;25000;24;2020;82;76;41;;50438678234289;23428;Икеа;E27;Bulb;LED;;https:/ikea.ru;;499;;13.79;93;1518;2665;92.7;60;88;103;-0.0007;4;;;4;;1;188;1;;14.03.2021;3222010000;;;;;;130;5.0;03764-ikea-ledare-50438678-led1907g17;Bulb 1521Lm 14W 2700K M D E27
3765;3765;IKEA;Ledare 104.385.95 LED1903C5;5.2;1;1;2700;470;40;90;220-240;;;25000;24;2035;28;38;104;;10438595199729;19972;Икеа;E14;Candle;LED;;https:/ikea.ru;;199;;5.59;86;489;2679;91.2;56;87;103;-0.0018;13;;;13;;1;218;4;;14.03.2021;3222010000;;;;;;55;4.8;03765-ikea-ledare-10438595-led1903c5;Candle 470Lm 5.2W 2700K M D E14
3766;3766;IKEA;Ryet 404.476.21 LED1912G10;10;1;;2700;1055;75;80;220-240;;;15000;24;2035;51;60;111;;40447621216339;21633;Икеа;E27;Bulb;LED;;https:/ikea.ru;;199;;10.03;96;1069;2712;83.5;14;84;97;0;4.3;;;4.3;;1;138;1;;14.03.2021;3222010000;;;;;;90;4.5;03766-ikea-ryet-40447621-led1912g10;Bulb 1055Lm 10W 2700K M E27
3767;3767;IKEA;Ryet 304.387.16 LED1920G8;7.5;1;;2700;806;60;80;220-240;;;15000;24;1949;41;60;109;;30438716234289;23428;Икеа;E27;Bulb;LED;;https:/ikea.ru;;149;;7.68;92;842;2730;82.9;11;84;95;-0.0013;2;;;2;;1;129;1;;14.03.2021;3222010000;;;;;;80;4.5;03767-ikea-ryet-30438716-led1920g8;Bulb 806Lm 7.5W 2700K M E27
3768;3768;IKEA;Ryet 404.387.11 LED1910G5;4.5;1;;2700;470;40;80;220-240;;;15000;24;1943;35;60;109;;40438711216339;21633;Икеа;E27;Bulb;LED;;https:/ikea.ru;;35;;4.46;53;473;2694;83.2;13;84;96;0.0001;0.5;;;0.5;;1;133;1;;14.03.2021;3222010000;;;;;;50;4.5;03768-ikea-ryet-40438711-led1910g5;Bulb 470Lm 4.5W 2700K M E27
3769;3769;IKEA;Ryet 404.164.22 LED1844G2;2;0;;2700;260;26;80;220-240;;;15000;24;1930;29;60;104;;40416422216339;21633;Икеа;E27;Bulb;LED;FIL;https:/ikea.ru;;99;;2;54;287;2675;83.2;9;85;95;0.0005;0;;;0;;1;211;4;;14.03.2021;3222010000;;;;;;35;4.5;03769-ikea-ryet-40416422-led1844g2;Bulb 260Lm 2W 2700K F E27
3770;3770;IKEA;Ryet 604.164.59 LED1845C2;2;0;;2700;260;26;80;220-240;;;15000;24;2016;15;35;98;;60416459216339;21633;Икеа;E14;Candle;LED;FIL;https:/ikea.ru;;129;;1.91;55;275;2769;85.2;20;86;97;-0.0008;0.5;;;0.5;;1;227;4;;14.03.2021;3222010000;;;;;;35;4.5;03770-ikea-ryet-60416459-led1845c2;Candle 260Lm 2W 2700K F E14
3771;3771;Онлайт;OLL-A60-15-230-4K-E27-PROMO;15;1;;4000;1350;135;80;176-264;;220;30000;12;0620;24;60;107;;4630085829218;Xiamen Neex Optical;;E27;Bulb;LED;;http://onlt.ru;;47;;8.44;59;685;4004;81;-1;83;96;0.0016;0.4;;;0.4;;1;130;1;;14.03.2021;3222010000;;;;;;70;3.8;03771-onlayt-oll-a60-15-230-4k-e27-promo;Bulb 1350Lm 15W 4000K M E27
